,endTime,artistName,trackName,msPlayed
2760,2021-09-23 16:02,Stay Nice,That FULLness,154489
2761,2021-09-23 16:05,Calm Like Carl,Uptown Train,154231
2762,2021-09-23 16:08,Little Lazy Lights,Friday,169413
2763,2021-09-23 16:09,Liam Huston,Cloud Choke,91854
2764,2021-09-23 16:11,Wun Two,lemon,106647
2765,2021-09-23 16:12,Noflik,Suave Park,100137
2766,2021-09-23 16:14,ULMÄR,Birch Sap,124830
2767,2021-09-23 16:17,Palmyra Flo,Reincarnated Owl,125951
2768,2021-09-23 16:18,Hazeeman,Gelato 33,97413
2769,2021-09-23 16:22,Jimmy Lite Hands,$100,211126
2770,2021-09-23 16:23,[ocean jams],Cathartic,118592
2771,2021-09-23 16:27,David Myles,Bird Song,241380
2772,2021-09-23 16:29,High John,Show Me Happiness,112889
2773,2021-09-23 16:32,Odd Shapes,Chasing Clouds,152253
2774,2021-09-23 16:35,Matt Large,Taking a Gap Year,208618
2775,2021-09-23 16:37,Chancla,Cayo,114535
2776,2021-09-23 16:39,Hans Hu$tle,Neptune,132737
2777,2021-09-23 16:41,Chillhop Music,Coffee Jazz vibes,95021
2778,2021-09-23 16:43,LoFi VGM,"Ground Theme (from ""Super Mario World"")",144805
2779,2021-09-23 16:45,Dylan Sitts,Habitat,112537
2780,2021-09-23 16:47,trainer,ways of lofi,104181
2781,2021-09-23 16:50,Miso Colt,City Lights Spell Your Name,180690
2782,2021-09-23 18:07,The Rachman Review,The Biden administration and the world,1469192
2783,2021-09-23 18:18,The Rachman Review,The Biden administration and the world,54790
2784,2021-09-23 18:29,Jorja Smith,All of This (Jorja Smith x GuiltyBeatz),225621
2785,2021-09-23 22:15,The Roots,The Coming,0
2786,2021-09-23 22:15,Jorja Smith,All of This (Jorja Smith x GuiltyBeatz),39765
2787,2021-09-23 22:19,The Roots,Never,247626
2788,2021-09-23 22:22,The Roots,When The People Cheer,181493
2789,2021-09-23 22:25,The Roots,Black Rock,161426
2790,2021-09-23 22:28,The Roots,Understand,170053
2791,2021-09-23 22:31,The Roots,The Coming,181493
2792,2021-09-23 22:36,The Roots,The Dark (Trinity),317133
2793,2021-09-23 22:41,The Roots,The Unraveling,257786
2794,2021-09-23 22:46,The Roots,Tomorrow,306213
2795,2021-09-23 22:51,The Roots,Act Too (The Love Of My Life),288275
2796,2021-09-23 22:51,The Roots,A Peace Of Light,32511
2797,2021-09-23 23:05,The Roots,A Peace Of Light,77602
2798,2021-09-23 23:08,The Roots,Walk Alone,234946
2799,2021-09-23 23:12,The Roots,Dear God 2.0,231520
2800,2021-09-23 23:17,The Roots,Radio Daze,256346
2801,2021-09-23 23:21,The Roots,Now Or Never,274226
2802,2021-09-23 23:25,The Roots,DillaTUDE: The Flight Of Titus,42280
2803,2021-09-23 23:25,The Roots,How I Got Over,213773
2804,2021-09-23 23:29,The Roots,The Day,224106
2805,2021-09-23 23:33,The Roots,Right On,216026
2806,2021-09-23 23:35,The Roots,Doin' It Again,143640
2807,2021-09-23 23:39,The Roots,The Fire,213573
2808,2021-09-24 08:42,The Roots,The Fire,7564
2809,2021-09-24 08:43,The Roots,Tunnel Vision,40906
2810,2021-09-24 08:45,The Roots,Web 20/20,139411
2811,2021-09-24 08:48,Blxckie,Ye x4,165451
2812,2021-09-24 08:52,Alkpote,Ogre,204906
2813,2021-09-24 08:58,Busta 929,Mmapula,378958
2814,2021-09-24 09:02,Dave,Clash (feat. Stormzy),251733
2815,2021-09-24 09:06,Ahmed Malek,Casbah,205500
2816,2021-09-24 09:08,Headie One,Only You Freestyle,132752
2817,2021-09-24 09:11,"Tyler, The Creator",SAFARI,177742
2818,2021-09-24 09:17,Mazouni,Écoute-moi camarade,370640
2819,2021-09-24 09:24,Kabza De Small,Sponono,395044
2820,2021-09-24 09:28,WizKid,Blessed (feat. Damian Marley),262973
2821,2021-09-24 09:32,Tyla,Getting Late,254557
2822,2021-09-24 09:39,DBN Gogo,French Kiss,409911
2823,2021-09-24 09:44,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",278085
2824,2021-09-24 09:47,ENNY,Peng Black Girls Remix,206000
2825,2021-09-24 09:50,BIA,WHOLE LOTTA MONEY,123946
2826,2021-09-24 09:50,Krept & Konan,Olé (We Are England) (feat. Morrisson),9471
2827,2021-09-24 09:53,Vulfpeck,LAX,225665
2828,2021-09-24 09:57,Robotaki,Los Angeles,211200
2829,2021-09-24 10:00,Prince,Hot Summer,212946
2830,2021-09-24 10:06,Chloe x Halle,Ungodly Hour,255893
2831,2021-09-24 10:09,Travis Scott,CAN'T SAY,198408
2832,2021-09-24 10:10,Bas,The Jackie (with J. Cole & Lil Tjay),46281
2833,2021-09-24 12:04,WizKid,Essence (feat. Tems),248040
2834,2021-09-24 12:07,Alkpote,Ogre,17208
2835,2021-09-24 12:07,KAYTRANADA,Vex Oh (feat. Eight9FLY),162146
2836,2021-09-24 12:10,ENNY,Peng Black Girls Remix,22444
2837,2021-09-24 12:10,Olamide,Infinity (feat. Omah Lay),171764
2838,2021-09-24 12:11,Deyah,Ultimate Dinner Party,0
2839,2021-09-24 12:11,Logic,Intro,0
2840,2021-09-24 12:11,Dave,Clash (feat. Stormzy),1728
2841,2021-09-24 12:11,Amaarae,LEAVE ME ALONE,12631
2842,2021-09-24 12:11,"Tyler, The Creator",SAFARI,2090
2843,2021-09-24 12:12,Douaa,Haditouni,0
2844,2021-09-24 12:13,Nas,Car #85 (feat. Charlie Wilson),0
2845,2021-09-24 12:15,Burna Boy,Anybody,59455
2846,2021-09-24 13:31,Burna Boy,Anybody,129222
2847,2021-09-24 13:31,Alkpote,Ogre,19717
2848,2021-09-24 13:34,KAYTRANADA,Vex Oh (feat. Eight9FLY),162146
2849,2021-09-24 13:35,Ibrahim Maalouf,Una Rosa Blanca,59625
2850,2021-09-24 13:36,J. Cole,1 0 0 . m i l ‘ (with Bas),57471
2851,2021-09-24 13:39,Burna Boy,Anybody,188741
2852,2021-09-24 13:39,Alkpote,Ogre,25905
2853,2021-09-24 13:40,KAYTRANADA,Vex Oh (feat. Eight9FLY),1813
2854,2021-09-24 13:45,Ibrahim Maalouf,Una Rosa Blanca,338000
2855,2021-09-24 13:52,DJ Maphorisa,Banyana,411428
2856,2021-09-24 13:55,Douaa,Haditouni,205874
2857,2021-09-24 13:58,Olamide,Infinity (feat. Omah Lay),171764
2858,2021-09-24 14:05,DBN Gogo,French Kiss,409911
2859,2021-09-24 14:09,ALICE,No Darkness Anymore,77650
2860,2021-09-24 14:13,WizKid,Essence (feat. Tems),248040
2861,2021-09-24 14:15,SPINALL,Sere,122126
2862,2021-09-24 14:16,Dave,Clash (feat. Stormzy),12949
2863,2021-09-24 14:18,Amaarae,LEAVE ME ALONE,156365
2864,2021-09-24 14:23,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),290430
2865,2021-09-25 09:23,Common,Majesty (Where We Gonna Take It),3413
2866,2021-09-25 09:27,Common,Majesty (Where We Gonna Take It),271320
2867,2021-09-25 09:33,The Roots,Respond/ React,307120
2868,2021-09-25 09:37,Lupe Fiasco,Jump (feat. Gizzle),274910
2869,2021-09-25 09:43,Angie Stone,Bone 2 Pic (Wit U),321301
2870,2021-09-25 09:46,Nas,Car #85 (feat. Charlie Wilson),208630
2871,2021-09-25 09:49,Statik Selektah,Time,152727
2872,2021-09-25 09:51,A.L.,Lyrics,174000
2873,2021-09-25 09:55,Cordae,"What's Life - From ""Liberated / Music For the Movement Vol. 3""",191088
2874,2021-09-25 09:58,Common,Saving Grace [Feat. Brittany Howard],197032
2875,2021-09-25 10:00,The Positive Mindset Podcast,Why Negative things happen and how to use a POSITIVE perspective to shift away!,72670
2876,2021-09-25 10:33,Oprah's Super Soul,What I Know For Sure: Joy and Resilience,631126
2877,2021-09-26 08:26,Oprah's Super Soul,What I Know For Sure: Joy and Resilience,7343
2878,2021-09-26 08:29,Masego,I Had A Vision,192000
2879,2021-09-26 08:32,Alex Isley,Good & Plenty,204706
2880,2021-09-26 08:35,Duckwrth,Link Up Time,165517
2881,2021-09-26 08:38,Rayana Jay,Love Me Like (feat. DUCKWRTH),164747
2882,2021-09-26 08:41,Syd,Shake Em Off,179920
2883,2021-09-26 08:45,KAYTRANADA,The Worst In Me,226720
2884,2021-09-26 08:47,ScHoolboy Q,CrasH,161480
2885,2021-09-26 08:50,Yaya Bey,fxck it then,135970
2886,2021-09-26 08:53,Christian Kuria,Toroka - Remix,202075
2887,2021-09-26 08:57,McClenney,sidetoside,241532
2888,2021-09-26 09:01,Faye Meana,Patience,234413
2889,2021-09-26 09:04,SiR,Hair Down (feat. Kendrick Lamar),216933
2890,2021-09-26 09:07,Rejjie Snow,Disco Pantz,173667
2891,2021-09-26 09:07,Juan Ling,Lost In Bass,16071
2892,2021-09-26 09:11,Masego,Navajo,194157
2893,2021-09-26 09:13,Blxst,Chosen (feat. Ty Dolla $ign),161684
2894,2021-09-26 09:16,Duckwrth,Clueless,186667
2895,2021-09-26 09:20,tobi lou,Darlin',205091
2896,2021-09-26 09:23,Victoria Monét,Coastin’,175319
2897,2021-09-26 09:26,Saba,Ziplock,198960
2898,2021-09-26 09:30,Sango,"Middle of Things, Beautiful Wife (feat. Xavier Omär))",222000
2899,2021-09-26 09:35,Rejjie Snow,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),290333
2900,2021-09-26 09:37,SiR,D'Evils,171818
2901,2021-09-26 09:42,dvsn,I Believed It (feat. Mac Miller),246610
2902,2021-09-26 09:45,ELHAE,My City ft. Masego,190376
2903,2021-09-26 09:47,KAYTRANADA,Need It,137707
2904,2021-09-26 09:51,Bri Steves,GAF (feat. Guapdad 4000),220107
2905,2021-09-26 09:53,SamTRax,Mixed Emotions,166588
2906,2021-09-26 09:57,Skip Marley,Slow Down (feat. H.E.R.) - P2J Remix,204088
2907,2021-09-26 10:00,Masego,Queen Tings,188053
2908,2021-09-26 10:03,Duckwrth,Slow Motion,151765
2909,2021-09-26 10:06,BJ The Chicago Kid,Bring it on Home to Me (feat. Charlie Bereal),201600
2910,2021-09-26 11:03,Kehlani,altar,117839
2911,2021-09-26 18:15,Bad Cops,7. The golden boy,15253
2912,2021-09-27 08:46,Young T & Bugsey,Don't Rush (feat. Headie One),3456
2913,2021-09-27 08:49,Young T & Bugsey,Don't Rush (feat. Headie One),204659
2914,2021-09-27 08:51,Brandz,Blessing,125106
2915,2021-09-27 08:54,Koffee,Toast,191502
2916,2021-09-27 08:58,Afro B,Drogba (Joanna),199000
2917,2021-09-27 09:00,WSTRN,Night & Day,131326
2918,2021-09-27 09:03,S1mba,Rover (feat. DTG),167917
2919,2021-09-27 09:05,Stylo G,Dumpling,171089
2920,2021-09-27 09:08,Octavian,100 Degrees (feat. Sam Wise),178580
2921,2021-09-27 09:12,Ms Banks,Snack (feat. Kida Kudz),209863
2922,2021-09-27 09:15,Afro B,Fine Wine & Hennessy,190588
2923,2021-09-27 09:18,Pa Salieu,Frontline,201108
2924,2021-09-27 09:22,Miraa May,Angles (feat. JME),183084
2925,2021-09-27 09:25,Maleek Berry,Kontrol,223186
2926,2021-09-27 09:28,Octavian,"Poison (feat. Take A Daytrip, Obongjayar, Santi)",153873
2927,2021-09-27 09:29,Brandz,Intro (Real Love),99351
2928,2021-09-27 09:32,Stylo G,Fimmi Gyal,180750
2929,2021-09-27 09:36,Darkoo,Juicy,197893
2930,2021-09-27 09:39,Afro B,Condo,165981
2931,2021-09-27 09:41,Maleek Berry,Flashy,153786
2932,2021-09-27 09:45,Koffee,W (feat. Gunna),230151
2933,2021-09-27 09:48,D Double E,Original Format,203393
2934,2021-09-27 09:52,Kano,Pan-Fried (feat. Kojo Funds),210347
2935,2021-09-27 09:55,NSG,Trust Issues,201600
2936,2021-09-27 09:59,Stylo G,Touch Down - White N3rd Remix,200981
2937,2021-09-27 10:02,Angel,Blessings,188936
2938,2021-09-27 10:05,Not3s,Wanting,180276
2939,2021-09-27 10:22,Love Regenerator,Rollercoaster,6634
2940,2021-09-27 10:22,Bad Cops,7. The golden boy,7146
2941,2021-09-27 10:22,Afro B,Condo,3190
2942,2021-09-27 12:35,FT News Briefing,Germany’s unusually unpredictable election,512450
2943,2021-09-28 08:04,Busta 929,Mmapula,3370
2944,2021-09-28 08:10,Busta 929,Mmapula,375883
2945,2021-09-28 08:14,Dave,Clash (feat. Stormzy),251733
2946,2021-09-28 08:21,Kabza De Small,Sponono,395044
2947,2021-09-28 08:25,WizKid,Blessed (feat. Damian Marley),262973
2948,2021-09-28 08:28,Blxckie,Ye x4,165452
2949,2021-09-28 08:31,Douaa,Haditouni,205875
2950,2021-09-28 08:36,Ibrahim Maalouf,True Sorry - Duo Version,249000
2951,2021-09-28 08:40,Headie One,Only You Freestyle,248937
2952,2021-09-28 08:46,Sofiane Pamart,Medellin,374973
2953,2021-09-28 08:48,Vulfpeck,Bach Vision Test,149506
2954,2021-09-28 08:52,Prince,Hot Summer,212947
2955,2021-09-28 08:55,Camila Cabello,Don't Go Yet,164842
2956,2021-09-28 09:02,Villagers,So Simpatico,422067
2957,2021-09-28 09:05,Strange Talk,Down Low,205880
2958,2021-09-28 09:15,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),588139
2959,2021-09-28 09:19,Childish Gambino,Stay High - Childish Gambino Version,218400
2960,2021-09-28 09:23,SZA,Good Days,279204
2961,2021-09-28 09:26,Rejjie Snow,Disco Pantz,173667
2962,2021-09-28 09:29,FT News Briefing,Wall Street embraces the ‘Forever CEO’,622650
2963,2021-09-28 10:29,Tyla,Getting Late,205875
2964,2021-09-29 08:26,VIC MENSA,THE TASTE feat. BJ The Chicago Kid & Papi Beatz,3690
2965,2021-09-29 08:29,VIC MENSA,THE TASTE feat. BJ The Chicago Kid & Papi Beatz,182736
2966,2021-09-29 08:36,Masego,Mystery Lady - Scorpion Kings Remix,450000
2967,2021-09-29 08:39,reggie,Avalanche,148280
2968,2021-09-29 08:42,IAM,Mirages,215147
2969,2021-09-29 08:45,TATKO LYNX,25 - Dj Weedim Remix,143344
2970,2021-09-29 08:48,Nao,Burn Out,199773
2971,2021-09-29 08:51,Lucky Daye,Over,205276
2972,2021-09-29 08:54,Zoe Wees,That’s How It Goes (feat. 6LACK),162070
2973,2021-09-29 08:56,Chill Beats Music,Cinema,111600
2974,2021-09-29 08:59,Joyner Lucas,Your Heart,198621
2975,2021-09-29 09:03,Jaz Karis,Motions,213782
2976,2021-09-29 09:08,Polo & Pan,Tunnel - Samaran Remix,290480
2977,2021-09-29 09:12,Kojey Radical,War Outside (feat. Lex Amor),236886
2978,2021-09-29 09:12,FT News Briefing,Two Federal Reserve officials step down amid ethics questions,621380
2979,2021-09-29 09:15,Taylor Swift,Wildest Dreams (Taylor's Version),220433
2980,2021-09-29 09:21,Amber Mark,What It Is,325106
2981,2021-09-29 09:23,the Kii,Picture Me,129474
2982,2021-09-29 09:26,Nina Simone,See-Line Woman - Riton Remix,161746
2983,2021-09-29 09:40,Nina Simone,See-Line Woman - Riton Remix,960
2984,2021-09-29 09:40,FT News Briefing,"Inflation, inflation, inflation",4528
2985,2021-09-29 09:46,FT News Briefing,"Inflation, inflation, inflation",347048
2986,2021-09-29 09:49,FT News Briefing,"Inflation, inflation, inflation",220410
2987,2021-09-29 10:50,Business Breakdowns,"Solana: Faster, Cheaper, More Scalable [Business Breakdowns, EP. 28]",2629776
2988,2021-09-29 11:24,Business Breakdowns,"Solana: Faster, Cheaper, More Scalable [Business Breakdowns, EP. 28]",2041280
2989,2021-09-30 08:40,Tion Wayne,Who's True,8298
2990,2021-09-30 08:44,Tion Wayne,Who's True,207592
2991,2021-09-30 08:47,Fumez The Engineer,Nito NB x Workrate x Fumez The Engineer - Plugged In,165818
2992,2021-09-30 08:49,Tion Wayne,West End (feat. D-Block Europe),165452
2993,2021-09-30 08:52,K-Trap,Warm - Original,151951
2994,2021-09-30 08:56,NSG,Lupita,217441
2995,2021-09-30 08:56,"Today, Explained",Why is Guantanamo still open?,82770
2996,2021-09-30 08:58,SL,Versus,173845
2997,2021-09-30 09:02,M1llionz,B1llionz,218873
2998,2021-09-30 09:04,Fumez The Engineer,PR SAD x Fumez The Engineer - Plugged In,131307
2999,2021-09-30 09:09,Tion Wayne,Loyal (feat. NSG),258298
3000,2021-09-30 09:12,WSTRN,Mama Stay,189626
3001,2021-09-30 09:15,JAY1,Mocking It,168372
3002,2021-09-30 09:17,K-Trap,Maths,144092
3003,2021-09-30 09:20,SL,Bad Luck,147107
3004,2021-09-30 09:23,Tion Wayne,Deluded (feat. MIST),180868
3005,2021-09-30 09:25,Fumez The Engineer,Fizzler x Fumez The Engineer - Plugged In Freestyle,159193
3006,2021-09-30 09:28,Hardy Caprio,I Luv You,161957
3007,2021-09-30 09:31,M1llionz,How Many Times,187672
3008,2021-09-30 09:35,Nines,Airplane Mode (feat. NSG),237450
3009,2021-09-30 09:38,Tion Wayne,Wow,173191
3010,2021-09-30 09:41,Headie One,Princess Cuts (feat. Young T & Bugsey),184576
3011,2021-09-30 09:45,Fumez The Engineer,A92 x Fumez The Engineer - Plugged In Freestyle,239513
3012,2021-09-30 09:47,K-Trap,Free C Roy,127785
3013,2021-09-30 09:51,M1llionz,Regular Bag,189216
3014,2021-09-30 09:52,Tion Wayne,Intro,72289
3015,2021-09-30 09:55,dutchavelli,Hold On,189035
3016,2021-09-30 09:56,Poundz,Opp Thot,89314
3017,2021-09-30 10:00,Chill Beats Music,Old Tapes,212054
3018,2021-09-30 10:02,Katashi Kaitō,Dreamy,134460
3019,2021-09-30 10:04,Styn,Mandarin Duck,71393
3020,2021-09-30 10:17,Hugo,Ripe,62277
3021,2021-09-30 10:18,FT News Briefing, Huawei tries to reinvent itself    ,6528
3022,2021-09-30 10:29,FT News Briefing, Huawei tries to reinvent itself    ,658324
3023,2021-09-30 11:02,"Today, Explained",Why is Guantanamo still open?,1955594
3024,2021-09-30 11:23,"Today, Explained",Democrats play chicken,60759
3025,2021-10-01 09:22,Adekunle Gold,High,3690
3026,2021-10-01 09:22,The Positive Mindset Podcast,How to create a POSITIVE impact with you life!,7381
3027,2021-10-01 09:35,The Positive Mindset Podcast,How to create a POSITIVE impact with you life!,6764
3028,2021-10-03 06:11,FT News Briefing,Facebook under fire for burying research into mental health impact,695820
3029,2021-10-03 10:21,Like Mike,Silence (feat. Lil Baby),5504
3030,2021-10-03 10:24,Like Mike,Silence (feat. Lil Baby),141120
3031,2021-10-03 10:27,Todiefor,Dix Fois (feat Roméo Elvis),173940
3032,2021-10-03 10:29,Little Simz,Venom - Remix / from Venom: Let There Be Carnage,157911
3033,2021-10-03 10:34,T-Pain,I Like Dat (feat. BIA & Kehlani),282845
3034,2021-10-03 10:37,Tsew The Kid,L'Orage,190943
3035,2021-10-03 10:41,DellFuturo,Dangerous,235692
3036,2021-10-03 10:45,DJ Snake,Pondicherry,201902
3037,2021-10-03 10:47,Jala Brat,Adrenalina,145523
3038,2021-10-03 10:49,Bwayne,YCM Icy Diss,78359
3039,2021-10-03 11:05,Taylor Made Da Prince,The Radio Girl,137444
3040,2021-10-03 18:25,Chill Beats Music,August,6336
3041,2021-10-03 18:28,Chill Beats Music,August,158820
3042,2021-10-03 18:30,Chill Beats Music,Before Sunrise,162901
3043,2021-10-03 18:32,Chill Beats Music,Cinema,111072
3044,2021-10-03 18:36,Chill Beats Music,Cheppe,195853
3045,2021-10-03 18:38,Chill Beats Music,Chicago Coin,165146
3046,2021-10-03 18:42,Chill Beats Music,Come On,196676
3047,2021-10-03 18:45,Chill Beats Music,Old Tapes,212202
3048,2021-10-03 18:48,Chill Beats Music,Rome,196740
3049,2021-10-03 18:50,Linearwave,dreamy,117420
3050,2021-10-03 18:52,Saib,Sakura Trees,99270
3051,2021-10-03 18:54,Yestalgia,Nourish,122539
3052,2021-10-03 18:56,Chill Beats Music,Hip Hop Weekdays,128633
3053,2021-10-03 18:59,Jazzinuf,Lucky Clover,171959
3054,2021-10-03 19:02,Cloudchord,Low Key,154638
3055,2021-10-03 19:03,Linearwave,for B.,89202
3056,2021-10-03 19:05,CaliCronk,Stuck Inside,106501
3057,2021-10-03 19:08,Chill Beats Music,Blue Motion,167657
3058,2021-10-03 19:11,Teo,Morning Sun,149714
3059,2021-10-03 19:13,Glimlip,Peach,136139
3060,2021-10-03 19:15,Jazzinuf,Arabica,128447
3061,2021-10-03 19:17,Zmeyev,Nightfall,135395
3062,2021-10-03 19:19,Chill Beats Music,After Hours,98922
3063,2021-10-03 19:21,Linearwave,late nights,128121
3064,2021-10-03 19:23,kust,Heading Home,134868
3065,2021-10-03 19:26,Novvel,Frankfurter Kranz,169192
3066,2021-10-03 19:29,Saib,City Lounge,157734
3067,2021-10-03 19:32,Chill Beats Music,Dacha,178434
3068,2021-10-03 19:34,Jazzinuf,Soul Mates,95896
3069,2021-10-03 19:36,LostiFi,Galactic Strings,155774
3070,2021-10-03 19:38,Linearwave,She Share Story,79650
3071,2021-10-03 19:39,eaup,changes,78517
3072,2021-10-03 19:42,Chill Beats Music,Memory Shards,180869
3073,2021-10-03 19:44,Screen Jazzmaster,Warm Breeze,144403
3074,2021-10-03 19:47,Jazzinuf,Jazzy's Joint,150824
3075,2021-10-03 19:50,SicknessMP,Thoughts of Clouds,168853
3076,2021-10-03 19:52,LostiFi,Desert World,114429
3077,2021-10-03 19:55,Chill Beats Music,Midnight Tales,178702
3078,2021-10-03 19:57,Billy Hammer,lazy,137670
3079,2021-10-03 19:59,Linearwave,love within,96599
3080,2021-10-03 20:01,Oaty.,Lakeview,113958
3081,2021-10-03 20:02,DAO,Like Water,113000
3082,2021-10-04 09:30,Little Simz,Venom - Remix / from Venom: Let There Be Carnage,5717
3083,2021-10-04 09:33,Little Simz,Venom - Remix / from Venom: Let There Be Carnage,152168
3084,2021-10-04 09:36,Loyle Carner,Damselfly,172142
3085,2021-10-04 09:40,Pip Millett,Heavenly Mother,239449
3086,2021-10-04 09:45,Cleo Sol,When I'm in Your Arms,334946
3087,2021-10-04 09:49,SAULT,Why Why Why Why Why,238187
3088,2021-10-04 09:52,Mereba,Rider,164583
3089,2021-10-04 09:55,Tierra Whack,Walk The Beat,175144
3090,2021-10-04 09:58,Noname,Song 32,161891
3091,2021-10-04 10:01,Pip Millett,Make Me Cry,162322
3092,2021-10-04 10:04,Greentea Peng,Hu Man,202646
3093,2021-10-04 10:05,Mach-Hommy,The Stellar Ray Theory,8276
3094,2021-10-04 12:23,Burna Boy,Want It All (feat. Polo G),42154
3095,2021-10-04 12:26,Burna Boy,Want It All (feat. Polo G),190563
3096,2021-10-04 12:32,FT News Briefing,DIY gene editing,199116
3097,2021-10-04 12:55,Little Simz,Protect My Energy,5717
3098,2021-10-04 12:55,FT News Briefing,DIY gene editing,469270
3099,2021-10-04 12:58,Little Simz,Protect My Energy,182731
3100,2021-10-04 13:03,Amber Mark,What It Is,324675
3101,2021-10-04 13:06,Masego,Queen Tings,187577
3102,2021-10-04 13:10,Ari Lennox,Pressure,192818
3103,2021-10-04 13:13,Duckwrth,4K,187011
3104,2021-10-04 13:16,Eliza Doolittle,Moneybox,183664
3105,2021-10-04 13:21,D Smoke,Common Sense,301704
3106,2021-10-04 13:41,Lo Village,Out The Window,15847
3107,2021-10-05 14:13,FT News Briefing,Oil prices hit 7-year high,620110
3108,2021-10-05 14:32,Up Against The Mob,Deep Cover,1122986
3109,2021-10-05 16:30,Up Against The Mob,Deep Cover,1867464
3110,2021-10-06 09:21,Masego,Garden Party,5866
3111,2021-10-06 09:24,Masego,Garden Party,223191
3112,2021-10-06 09:28,Mahalia,I Wish I Missed My Ex,202682
3113,2021-10-06 09:31,¿Téo?,Belong in the Sun,193285
3114,2021-10-06 09:36,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),276609
3115,2021-10-06 09:39,Rexx Life Raj,Aura (feat. Kojey Radical),202641
3116,2021-10-06 09:41,Up Against The Mob,Deep Cover,652860
3117,2021-10-06 09:42,Terrace Martin,Freeze Tag (feat. Phoelix),191416
3118,2021-10-06 09:46,BJ The Chicago Kid,Bring it on Home to Me (feat. Charlie Bereal),201120
3119,2021-10-06 09:51,Raveena,Headaches,311151
3120,2021-10-06 10:03,¿Téo?,Palm Trees,59329
3121,2021-10-06 10:06,FT News Briefing,Africa’s green superpower,5546
3122,2021-10-06 10:36,FT News Briefing,Africa’s green superpower,587262
3123,2021-10-06 18:18,Alfa Mist,Coasting,3008
3124,2021-10-06 18:18,Alfa Mist,Coasting,12528
3125,2021-10-06 18:23,Alfa Mist,Coasting,276907
3126,2021-10-06 18:26,Tom Misch,Can You Feel It,189161
3127,2021-10-06 18:29,Jude the Obscure,Chapter 8,205817
3128,2021-10-06 18:34,Tom Misch,Nightrider,299520
3129,2021-10-06 18:38,Ugolino,Early Hours,242356
3130,2021-10-06 18:42,Mom Tudie,Take Your Time,204664
3131,2021-10-06 18:44,cktrl,As You Are,122706
3132,2021-10-06 18:48,PYJÆN,Sage Secrets,221626
3133,2021-10-06 18:52,Richard Spaven,1759 (Outro),289542
3134,2021-10-06 18:58,Yussef Dayes,For My Ladies,340902
3135,2021-10-06 19:21,Marie Dahlstrom,Like Sand,178568
3136,2021-10-08 08:47,FT News Briefing,"Panama, Paradise, Pandora. What’s changed in the world of tax avoidance?",511980
3137,2021-10-08 09:26,Little Simz,Flowers,10249
3138,2021-10-08 09:39,FT News Briefing,Ireland signs on to landmark global corporate tax deal,708846
3139,2021-10-08 09:47,Richard Spaven,1759 (Outro),290431
3140,2021-10-08 11:05,Alfa Mist,Fly Away,165453
3141,2021-10-08 11:09,Xvngo,Prelude (Jazz Drill),219454
3142,2021-10-08 11:11,Reuben James,So Cool,130120
3143,2021-10-08 11:14,Conor Albert,Moonlight,205429
3144,2021-10-08 11:16,edbl,sweet wurli,89079
3145,2021-10-08 14:17,edbl,sweet wurli,91533
3146,2021-10-08 14:32,"Today, Explained",The Facebook whistleblower,915562
3147,2021-10-08 16:51,"Today, Explained",The Facebook whistleblower,742451
3148,2021-10-08 16:56,"Today, Explained","Drill, baby, drill",253068
3149,2021-10-08 21:54,Doja Cat,Kiss Me More (feat. SZA),7850
3150,2021-10-08 21:54,Doja Cat,Kiss Me More (feat. SZA),36385
3151,2021-10-08 21:57,Doja Cat,Woman,172160
3152,2021-10-08 22:01,Doja Cat,Juicy,202654
3153,2021-10-08 22:16,Doja Cat,Love To Dream,65303
3154,2021-10-09 08:55,Little Simz,Introvert,3434
3155,2021-10-09 08:56,Little Simz,Introvert,31758
3156,2021-10-09 08:56,Tyla,Overdue (feat. DJ Lag & Kooldrink),5430
3157,2021-10-09 08:57,Kabza De Small,I wanna be (feat. Brenden Praise),52809
3158,2021-10-09 09:02,Mfr Souls,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",353207
3159,2021-10-09 09:08,Mfr Souls,Harvard (feat. Moscow & Sipho Magudulela),341332
3160,2021-10-09 09:11,Mfr Souls,Promises (feat. Sipho Magudulela),5249
3161,2021-10-09 09:11,Mi Casa,Turn You On,40476
3162,2021-10-09 09:11,Little Simz,Introvert,146501
3163,2021-10-09 09:17,Mfr Souls,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",353207
3164,2021-10-09 09:21,Mick Jenkins,Truffles,195000
3165,2021-10-09 09:24,Kurtis Wells,A Song About the Sun,210000
3166,2021-10-09 09:51,Smino,Sleigh (with Monte Booker & Masego),138440
3167,2021-10-09 16:12,Calm Like Carl,Uptown Train,5333
3168,2021-10-09 16:15,Calm Like Carl,Uptown Train,166679
